day;timestamp;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
1;30001.0;9999.0;200.0;0.0;0.0;0.0;0.0;10001;200;0.0;0.0;0.0;0.0;10000.0;0.0
1;30002.0;9999.0;104.0;9998.0;44.0;0.0;0.0;10000;104;10001.0;44.0;0.0;0.0;9999.5;0.0
1;30003.0;9998.0;133.0;9997.0;62.0;0.0;0.0;9999;133;10000.0;62.0;0.0;0.0;9998.5;0.0
1;30004.0;9999.0;149.0;9998.0;51.0;0.0;0.0;10000;149;10001.0;51.0;0.0;0.0;9999.5;0.0
1;30005.0;9998.0;108.0;9997.0;63.0;0.0;0.0;9999;103;10000.0;63.0;0.0;0.0;9998.5;0.0
1;30006.0;9996.0;114.0;9995.0;42.0;0.0;0.0;9997;114;9998.0;42.0;0.0;0.0;9996.5;0.0
1;30007.0;9996.0;206.0;0.0;0.0;0.0;0.0;9998;141;9999.0;65.0;0.0;0.0;9997.0;0.0
1;30008.0;9997.0;125.0;9996.0;65.0;0.0;0.0;9999;190;0.0;0.0;0.0;0.0;9998.0;0.0
1;30009.0;9996.0;162.0;0.0;0.0;0.0;0.0;9998;119;9999.0;43.0;0.0;0.0;9997.0;0.0
1;30010.0;9996.0;116.0;9995.0;72.0;0.0;0.0;9997;116;9998.0;72.0;0.0;0.0;9996.5;0.0
1;30011.0;9999.0;103.0;9998.0;75.0;0.0;0.0;10000;103;10001.0;75.0;0.0;0.0;9999.5;0.0
1;30012.0;9997.0;158.0;0.0;0.0;0.0;0.0;9999;105;10000.0;53.0;0.0;0.0;9998.0;0.0
1;30013.0;9997.0;116.0;9996.0;59.0;0.0;0.0;9998;116;9999.0;59.0;0.0;0.0;9997.5;0.0
1;30014.0;9998.0;112.0;9997.0;52.0;0.0;0.0;10000;164;0.0;0.0;0.0;0.0;9999.0;0.0
1;30015.0;9999.0;116.0;9998.0;78.0;0.0;0.0;10000;116;10001.0;78.0;0.0;0.0;9999.5;0.0
1;30016.0;10001.0;104.0;10000.0;74.0;0.0;0.0;10002;104;10003.0;74.0;0.0;0.0;10001.5;0.0
1;30017.0;10001.0;172.0;0.0;0.0;0.0;0.0;10003;130;10004.0;42.0;0.0;0.0;10002.0;0.0
1;30018.0;10001.0;107.0;10000.0;69.0;0.0;0.0;10002;107;10003.0;69.0;0.0;0.0;10001.5;0.0
1;30019.0;10001.0;116.0;10000.0;67.0;0.0;0.0;10003;175;0.0;0.0;0.0;0.0;10002.0;0.0
1;30020.0;10000.0;219.0;0.0;0.0;0.0;0.0;10002;141;10003.0;78.0;0.0;0.0;10001.0;0.0
1;30021.0;10001.0;198.0;0.0;0.0;0.0;0.0;10003;143;10004.0;55.0;0.0;0.0;10002.0;0.0
1;30022.0;10002.0;148.0;10001.0;57.0;0.0;0.0;10003;148;10004.0;57.0;0.0;0.0;10002.5;0.0
1;30023.0;10001.0;140.0;10000.0;62.0;0.0;0.0;10002;140;10003.0;62.0;0.0;0.0;10001.5;0.0
1;30024.0;10001.0;114.0;10000.0;40.0;0.0;0.0;10003;154;0.0;0.0;0.0;0.0;10002.0;0.0
1;30025.0;10000.0;105.0;9999.0;53.0;0.0;0.0;10002;158;0.0;0.0;0.0;0.0;10001.0;0.0
1;30026.0;10000.0;190.0;0.0;0.0;0.0;0.0;10002;131;10003.0;59.0;0.0;0.0;10001.0;0.0
1;30027.0;10000.0;126.0;9999.0;77.0;0.0;0.0;10001;126;10002.0;77.0;0.0;0.0;10000.5;0.0
1;30028.0;10000.0;105.0;9999.0;41.0;0.0;0.0;10002;146;0.0;0.0;0.0;0.0;10001.0;0.0
1;30029.0;9998.0;143.0;9997.0;41.0;0.0;0.0;9999;143;10000.0;41.0;0.0;0.0;9998.5;0.0
1;30030.0;9998.0;106.0;9997.0;46.0;0.0;0.0;10000;152;0.0;0.0;0.0;0.0;9999.0;0.0
1;30031.0;9997.0;134.0;9996.0;54.0;0.0;0.0;9998;134;9999.0;54.0;0.0;0.0;9997.5;0.0
1;30032.0;9998.0;123.0;9997.0;41.0;0.0;0.0;9999;123;10000.0;41.0;0.0;0.0;9998.5;0.0
1;30033.0;9997.0;100.0;9996.0;73.0;0.0;0.0;9998;100;9999.0;73.0;0.0;0.0;9997.5;0.0
1;30034.0;9996.0;129.0;9995.0;62.0;0.0;0.0;9998;191;0.0;0.0;0.0;0.0;9997.0;0.0
1;30035.0;9995.0;207.0;0.0;0.0;0.0;0.0;9997;142;9998.0;65.0;0.0;0.0;9996.0;0.0
1;30036.0;9996.0;105.0;9995.0;73.0;0.0;0.0;9997;105;9998.0;73.0;0.0;0.0;9996.5;0.0
1;30037.0;9997.0;121.0;9996.0;65.0;0.0;0.0;9998;121;9999.0;65.0;0.0;0.0;9997.5;0.0
