day;timestamp;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
0;20001.0;3999;210;0.0;0.0;0.0;0.0;4001;210;0.0;0.0;0.0;0.0;4000.0;0.0
0;20002.0;3999;265;0.0;0.0;0.0;0.0;4000;265;0.0;0.0;0.0;0.0;3999.5;0.0
0;20003.0;3999;282;0.0;0.0;0.0;0.0;4000;282;0.0;0.0;0.0;0.0;3999.5;0.0
0;20004.0;3999;218;0.0;0.0;0.0;0.0;4000;218;0.0;0.0;0.0;0.0;3999.5;0.0
0;20005.0;3999;79;3998.0;190.0;0.0;0.0;4000;269;0.0;0.0;0.0;0.0;3999.5;0.0
0;20006.0;3999;163;0.0;0.0;0.0;0.0;4000;163;0.0;0.0;0.0;0.0;3999.5;0.0
0;20007.0;3999;232;0.0;0.0;0.0;0.0;4000;69;4001.0;163.0;0.0;0.0;3999.5;0.0
0;20008.0;3999;260;0.0;0.0;0.0;0.0;4000;74;4001.0;186.0;0.0;0.0;3999.5;0.0
0;20009.0;3999;59;3998.0;136.0;0.0;0.0;4000;195;0.0;0.0;0.0;0.0;3999.5;0.0
0;20010.0;3999;168;0.0;0.0;0.0;0.0;4000;168;0.0;0.0;0.0;0.0;3999.5;0.0
0;20011.0;3999;67;3998.0;175.0;0.0;0.0;4000;242;0.0;0.0;0.0;0.0;3999.5;0.0
0;20012.0;3999;215;0.0;0.0;0.0;0.0;4000;99;4001.0;116.0;0.0;0.0;3999.5;0.0
0;20013.0;3999;258;0.0;0.0;0.0;0.0;4000;258;0.0;0.0;0.0;0.0;3999.5;0.0
0;20014.0;3999;177;0.0;0.0;0.0;0.0;4001;177;0.0;0.0;0.0;0.0;4000.0;0.0
0;20015.0;3999;99;3998.0;128.0;0.0;0.0;4000;227;0.0;0.0;0.0;0.0;3999.5;0.0
0;20016.0;3999;195;0.0;0.0;0.0;0.0;4001;195;0.0;0.0;0.0;0.0;4000.0;0.0
0;20017.0;3999;288;0.0;0.0;0.0;0.0;4000;89;4001.0;199.0;0.0;0.0;3999.5;0.0
0;20018.0;3999;196;0.0;0.0;0.0;0.0;4000;196;0.0;0.0;0.0;0.0;3999.5;0.0
0;20019.0;3999;250;0.0;0.0;0.0;0.0;4000;78;4001.0;172.0;0.0;0.0;3999.5;0.0
0;20020.0;4000;199;0.0;0.0;0.0;0.0;4001;199;0.0;0.0;0.0;0.0;4000.5;0.0
0;20021.0;4000;172;0.0;0.0;0.0;0.0;4001;172;0.0;0.0;0.0;0.0;4000.5;0.0
0;20022.0;4000;279;0.0;0.0;0.0;0.0;4001;279;0.0;0.0;0.0;0.0;4000.5;0.0
0;20023.0;3999;192;0.0;0.0;0.0;0.0;4000;50;4001.0;142.0;0.0;0.0;3999.5;0.0
0;20024.0;3999;251;0.0;0.0;0.0;0.0;4001;251;0.0;0.0;0.0;0.0;4000.0;0.0
0;20025.0;3999;221;0.0;0.0;0.0;0.0;4001;221;0.0;0.0;0.0;0.0;4000.0;0.0
0;20026.0;4000;71;3999.0;118.0;0.0;0.0;4001;189;0.0;0.0;0.0;0.0;4000.5;0.0
0;20027.0;4000;239;0.0;0.0;0.0;0.0;4002;239;0.0;0.0;0.0;0.0;4001.0;0.0
0;20028.0;4000;83;3999.0;187.0;0.0;0.0;4001;270;0.0;0.0;0.0;0.0;4000.5;0.0
0;20029.0;3999;226;0.0;0.0;0.0;0.0;4001;226;0.0;0.0;0.0;0.0;4000.0;0.0
0;20030.0;4000;194;0.0;0.0;0.0;0.0;4001;194;0.0;0.0;0.0;0.0;4000.5;0.0
0;20031.0;4000;193;0.0;0.0;0.0;0.0;4002;193;0.0;0.0;0.0;0.0;4001.0;0.0
0;20032.0;4001;81;4000.0;141.0;0.0;0.0;4002;222;0.0;0.0;0.0;0.0;4001.5;0.0
0;20033.0;4000;236;0.0;0.0;0.0;0.0;4002;236;0.0;0.0;0.0;0.0;4001.0;0.0
0;20034.0;4000;249;0.0;0.0;0.0;0.0;4001;249;0.0;0.0;0.0;0.0;4000.5;0.0
0;20035.0;4000;83;3999.0;195.0;0.0;0.0;4001;278;0.0;0.0;0.0;0.0;4000.5;0.0
0;20036.0;4000;55;3999.0;114.0;0.0;0.0;4001;176;0.0;0.0;0.0;0.0;4000.5;0.0
0;20037.0;4000;238;0.0;0.0;0.0;0.0;4001;230;0.0;0.0;0.0;0.0;4000.5;0.0
0;20038.0;4000;180;0.0;0.0;0.0;0.0;4001;180;0.0;0.0;0.0;0.0;4000.5;0.0
0;20039.0;4000;168;0.0;0.0;0.0;0.0;4001;50;4002.0;118.0;0.0;0.0;4000.5;0.0
0;20040.0;4000;215;0.0;0.0;0.0;0.0;4001;95;4002.0;120.0;0.0;0.0;4000.5;0.0
0;20041.0;4000;238;0.0;0.0;0.0;0.0;4001;238;0.0;0.0;0.0;0.0;4000.5;0.0
0;20042.0;4000;223;0.0;0.0;0.0;0.0;4001;223;0.0;0.0;0.0;0.0;4000.5;0.0
0;20043.0;3999;200;0.0;0.0;0.0;0.0;4000;94;4001.0;106.0;0.0;0.0;3999.5;0.0
0;20044.0;3999;170;0.0;0.0;0.0;0.0;4000;170;0.0;0.0;0.0;0.0;3999.5;0.0
0;20045.0;3999;257;0.0;0.0;0.0;0.0;4000;75;4001.0;182.0;0.0;0.0;3999.5;0.0
0;20046.0;3999;174;0.0;0.0;0.0;0.0;4001;174;0.0;0.0;0.0;0.0;4000.0;0.0
0;20047.0;4000;77;3999.0;157.0;0.0;0.0;4001;234;0.0;0.0;0.0;0.0;4000.5;0.0
0;20048.0;3999;270;0.0;0.0;0.0;0.0;4000;83;4001.0;187.0;0.0;0.0;3999.5;0.0
0;20049.0;4000;12;3999.0;252.0;0.0;0.0;4001;252;0.0;0.0;0.0;0.0;4000.5;0.0
