day;timestamp;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
1;30001.0;637.0;39.0;0.0;0.0;0.0;0.0;638;39;0.0;0.0;0.0;0.0;637.5;0.0
1;30002.0;637.0;33.0;0.0;0.0;0.0;0.0;638;33;0.0;0.0;0.0;0.0;637.5;0.0
1;30003.0;637.0;42.0;0.0;0.0;0.0;0.0;638;42;0.0;0.0;0.0;0.0;637.5;0.0
1;30004.0;638.0;30.0;0.0;0.0;0.0;0.0;639;30;0.0;0.0;0.0;0.0;638.5;0.0
1;30005.0;637.0;33.0;0.0;0.0;0.0;0.0;638;33;0.0;0.0;0.0;0.0;637.5;0.0
1;30006.0;637.0;37.0;0.0;0.0;0.0;0.0;638;37;0.0;0.0;0.0;0.0;637.5;0.0
1;30007.0;636.0;37.0;0.0;0.0;0.0;0.0;637;37;0.0;0.0;0.0;0.0;636.5;0.0
1;30008.0;639.0;42.0;0.0;0.0;0.0;0.0;640;42;0.0;0.0;0.0;0.0;639.5;0.0
1;30009.0;636.0;49.0;0.0;0.0;0.0;0.0;637;42;0.0;0.0;0.0;0.0;636.5;0.0
1;30010.0;634.0;16.0;0.0;0.0;0.0;0.0;635;33;0.0;0.0;0.0;0.0;634.5;0.0
1;30011.0;636.0;5.0;635.0;46.0;0.0;0.0;637;46;0.0;0.0;0.0;0.0;636.5;0.0
1;30012.0;635.0;38.0;0.0;0.0;0.0;0.0;636;38;0.0;0.0;0.0;0.0;635.5;0.0
1;30013.0;635.0;45.0;0.0;0.0;0.0;0.0;636;34;0.0;0.0;0.0;0.0;635.5;0.0
1;30014.0;634.0;51.0;0.0;0.0;0.0;0.0;635;41;0.0;0.0;0.0;0.0;634.5;0.0
1;30015.0;634.0;44.0;0.0;0.0;0.0;0.0;635;44;0.0;0.0;0.0;0.0;634.5;0.0
1;30016.0;634.0;49.0;0.0;0.0;0.0;0.0;635;49;0.0;0.0;0.0;0.0;634.5;0.0
1;30017.0;635.0;34.0;0.0;0.0;0.0;0.0;636;17;637.0;17.0;0.0;0.0;635.5;0.0
1;30018.0;635.0;33.0;0.0;0.0;0.0;0.0;636;33;0.0;0.0;0.0;0.0;635.5;0.0
1;30019.0;635.0;40.0;0.0;0.0;0.0;0.0;637;40;0.0;0.0;0.0;0.0;636.0;0.0
1;30020.0;635.0;33.0;0.0;0.0;0.0;0.0;636;49;0.0;0.0;0.0;0.0;635.5;0.0
1;30021.0;637.0;33.0;0.0;0.0;0.0;0.0;638;47;0.0;0.0;0.0;0.0;637.5;0.0
1;30022.0;637.0;46.0;0.0;0.0;0.0;0.0;638;40;0.0;0.0;0.0;0.0;637.5;0.0
1;30023.0;635.0;51.0;0.0;0.0;0.0;0.0;636;41;0.0;0.0;0.0;0.0;635.5;0.0
1;30024.0;634.0;46.0;0.0;0.0;0.0;0.0;635;46;0.0;0.0;0.0;0.0;634.5;0.0
1;30025.0;634.0;29.0;0.0;0.0;0.0;0.0;635;29;0.0;0.0;0.0;0.0;634.5;0.0
