day;timestamp;buyer;seller;symbol;currency;price;quantity
1;800;Valentina;Valentina;COCONUT_COUPON;SEASHELLS;636.0;5
1;900;Valentina;Vinnie;COCONUT_COUPON;SEASHELLS;634.0;17
1;1100;Valentina;Ruby;COCONUT_COUPON;SEASHELLS;635.0;17
1;1900;Valentina;Vinnie;COCONUT_COUPON;SEASHELLS;635.0;16
1;2000;Valentina;Vinnie;COCONUT_COUPON;SEASHELLS;637.0;14
1;3000;Valentina;Valentina;COCONUT_COUPON;SEASHELLS;631.0;6
1;3900;Vinnie;Vinnie;COCONUT_COUPON;SEASHELLS;635.0;2
1;3900;Vladimir;Vinnie;COCONUT_COUPON;SEASHELLS;635.0;10
1;4200;Ruby;Valentina;COCONUT_COUPON;SEASHELLS;635.0;20
1;4300;Valentina;Vinnie;COCONUT_COUPON;SEASHELLS;635.0;16
1;4300;Vladimir;Vinnie;COCONUT_COUPON;SEASHELLS;635.0;2
1;4900;Valentina;Ruby;COCONUT_COUPON;SEASHELLS;636.0;12
1;5200;Vinnie;Vinnie;COCONUT;SEASHELLS;9997.0;8
1;6500;Valentina;Rhianna;COCONUT_COUPON;SEASHELLS;642.0;9
1;6800;Valentina;Vinnie;COCONUT_COUPON;SEASHELLS;643.0;11
1;7900;Valentina;Ruby;COCONUT_COUPON;SEASHELLS;635.0;18
1;8900;Valentina;Vinnie;COCONUT_COUPON;SEASHELLS;639.0;15
1;8900;Vladimir;Vinnie;COCONUT_COUPON;SEASHELLS;639.0;5
1;9300;Raj;Vinnie;COCONUT;SEASHELLS;10005.0;6
1;10500;Valentina;Ruby;COCONUT_COUPON;SEASHELLS;635.0;16
1;10500;Vladimir;Ruby;COCONUT_COUPON;SEASHELLS;635.0;4
1;10900;Vinnie;Vinnie;COCONUT;SEASHELLS;10007.0;10
1;12500;Vinnie;Raj;COCONUT;SEASHELLS;10003.0;10
1;14500;Valentina;Rhianna;COCONUT_COUPON;SEASHELLS;641.0;11
1;14600;Valentina;Valentina;COCONUT_COUPON;SEASHELLS;641.0;6
1;14600;Valentina;Vinnie;COCONUT_COUPON;SEASHELLS;641.0;11
1;14900;Vinnie;Vinnie;COCONUT;SEASHELLS;10004.0;10
1;15300;Valentina;Vinnie;COCONUT_COUPON;SEASHELLS;641.0;14
1;15500;Ruby;Valentina;COCONUT_COUPON;SEASHELLS;639.0;16
1;15500;Ruby;Vladimir;COCONUT_COUPON;SEASHELLS;639.0;4
1;16000;Vinnie;Vinnie;COCONUT;SEASHELLS;10001.0;8
1;16200;Vinnie;Vinnie;COCONUT;SEASHELLS;10000.0;10
1;16400;Valentina;Ruby;COCONUT_COUPON;SEASHELLS;635.0;11
1;16600;Valentina;Valentina;COCONUT_COUPON;SEASHELLS;633.0;9
1;17100;Vinnie;Vinnie;COCONUT;SEASHELLS;10000.0;10
1;18400;Ruby;Valentina;COCONUT_COUPON;SEASHELLS;638.0;14
1;20100;Vinnie;Vinnie;COCONUT;SEASHELLS;9990.0;5
1;20100;Vinnie;Raj;COCONUT;SEASHELLS;9990.0;10
1;20700;Valentina;Valentina;COCONUT_COUPON;SEASHELLS;631.0;6
1;20800;Vinnie;Raj;COCONUT;SEASHELLS;9993.0;10
1;22900;Valentina;Valentina;COCONUT_COUPON;SEASHELLS;627.0;7
1;23600;Vinnie;Vinnie;COCONUT;SEASHELLS;9988.0;7
1;23800;Vinnie;Vinnie;COCONUT;SEASHELLS;9988.0;5
1;24900;Vinnie;Vinnie;COCONUT;SEASHELLS;9990.0;6
1;25400;Vinnie;Vinnie;COCONUT;SEASHELLS;9991.0;10
1;25700;Vinnie;Vinnie;COCONUT;SEASHELLS;9993.0;9
1;26500;Rhianna;Vinnie;COCONUT;SEASHELLS;9996.0;3
1;26600;Valentina;Vinnie;COCONUT_COUPON;SEASHELLS;625.0;17
1;26600;Vladimir;Valentina;COCONUT_COUPON;SEASHELLS;625.0;10
1;26800;Valentina;Vinnie;COCONUT_COUPON;SEASHELLS;623.0;20
1;29400;Valentina;Vinnie;COCONUT_COUPON;SEASHELLS;624.0;20
1;30200;Vinnie;Vinnie;COCONUT;SEASHELLS;9994.0;7
1;30500;Vinnie;Vinnie;COCONUT;SEASHELLS;9993.0;9
1;31000;Valentina;Vinnie;COCONUT_COUPON;SEASHELLS;628.0;19
1;31300;Vinnie;Vinnie;COCONUT;SEASHELLS;9993.0;7
1;31800;Ruby;Valentina;COCONUT_COUPON;SEASHELLS;637.0;11
1;32400;Vinnie;Vinnie;COCONUT;SEASHELLS;9993.0;5
1;33000;Vinnie;Rhianna;COCONUT;SEASHELLS;9994.0;1
1;33100;Valentina;Vinnie;COCONUT_COUPON;SEASHELLS;637.0;15
1;33200;Vinnie;Vinnie;COCONUT;SEASHELLS;9994.0;10
1;34200;Ruby;Valentina;COCONUT_COUPON;SEASHELLS;630.0;20
1;35400;Valentina;Vinnie;COCONUT_COUPON;SEASHELLS;635.0;15
1;36000;Ruby;Valentina;COCONUT_COUPON;SEASHELLS;634.0;10
1;36200;Valentina;Rhianna;COCONUT_COUPON;SEASHELLS;634.0;5
1;36900;Valentina;Ruby;COCONUT_COUPON;SEASHELLS;634.0;15
1;37300;Valentina;Vinnie;COCONUT_COUPON;SEASHELLS;632.0;20
1;38800;Valentina;Vinnie;COCONUT_COUPON;SEASHELLS;638.0;11
1;39100;Valentina;Vinnie;COCONUT_COUPON;SEASHELLS;637.0;12
1;39700;Valentina;Valentina;COCONUT_COUPON;SEASHELLS;643.0;10
1;40800;Valentina;Vinnie;COCONUT_COUPON;SEASHELLS;636.0;16
1;41200;Vinnie;Vinnie;COCONUT;SEASHELLS;9981.0;9
1;41500;Ruby;Valentina;COCONUT_COUPON;SEASHELLS;638.0;16
1;41600;Vinnie;Vinnie;COCONUT;SEASHELLS;9978.0;10
1;42400;Vinnie;Vinnie;COCONUT;SEASHELLS;9979.0;8
1;42700;Vinnie;Vinnie;COCONUT;SEASHELLS;9978.0;5
1;42900;Vinnie;Vinnie;COCONUT;SEASHELLS;9975.0;5
1;43100;Raj;Vinnie;COCONUT;SEASHELLS;9974.0;8
1;43300;Vinnie;Vinnie;COCONUT;SEASHELLS;9975.0;9
1;43500;Valentina;Vinnie;COCONUT_COUPON;SEASHELLS;627.0;12
1;44000;Valentina;Valentina;COCONUT_COUPON;SEASHELLS;629.0;5
1;44600;Valentina;Vinnie;COCONUT_COUPON;SEASHELLS;627.0;13
1;44600;Ruby;Valentina;COCONUT_COUPON;SEASHELLS;628.0;19
1;45700;Valentina;Vinnie;COCONUT_COUPON;SEASHELLS;620.0;20
1;46300;Vinnie;Vinnie;COCONUT;SEASHELLS;9970.0;5
1;46400;Vinnie;Raj;COCONUT;SEASHELLS;9969.0;8
1;46600;Valentina;Vinnie;COCONUT_COUPON;SEASHELLS;616.0;16
1;47300;Ruby;Valentina;COCONUT_COUPON;SEASHELLS;615.0;14
1;47800;Ruby;Valentina;COCONUT_COUPON;SEASHELLS;614.0;13
1;47900;Ruby;Valentina;COCONUT_COUPON;SEASHELLS;614.0;16
1;48100;Ruby;Valentina;COCONUT_COUPON;SEASHELLS;615.0;10
1;48100;Raj;Vinnie;COCONUT;SEASHELLS;9969.0;8
1;48600;Vinnie;Vinnie;COCONUT;SEASHELLS;9964.0;5
1;49600;Valentina;Vinnie;COCONUT_COUPON;SEASHELLS;613.0;20
1;49900;Valentina;Ruby;COCONUT_COUPON;SEASHELLS;618.0;12
1;50600;Valentina;Vinnie;COCONUT_COUPON;SEASHELLS;616.0;13
1;51100;Valentina;Rhianna;COCONUT_COUPON;SEASHELLS;619.0;14
1;51300;Rhianna;Vinnie;COCONUT;SEASHELLS;9969.0;3
1;52200;Vinnie;Vinnie;COCONUT;SEASHELLS;9970.0;8
1;52500;Vinnie;Vinnie;COCONUT_COUPON;SEASHELLS;621.0;2
1;52800;Vinnie;Rhianna;COCONUT;SEASHELLS;9972.0;3
1;54100;Vinnie;Raj;COCONUT;SEASHELLS;9975.0;6
1;54200;Rhianna;Valentina;COCONUT_COUPON;SEASHELLS;622.0;4
1;54400;Valentina;Vinnie;COCONUT_COUPON;SEASHELLS;621.0;11
1;54400;Ruby;Valentina;COCONUT_COUPON;SEASHELLS;622.0;10
1;55300;Valentina;Vinnie;COCONUT_COUPON;SEASHELLS;625.0;15
1;55300;Vladimir;Vinnie;COCONUT_COUPON;SEASHELLS;625.0;1
1;55400;Vinnie;Rhianna;COCONUT;SEASHELLS;9974.0;3
1;56100;Ruby;Valentina;COCONUT_COUPON;SEASHELLS;628.0;11
1;56200;Vinnie;Vinnie;COCONUT;SEASHELLS;9973.0;9
1;56600;Ruby;Valentina;COCONUT_COUPON;SEASHELLS;626.0;13
1;57400;Valentina;Valentina;COCONUT_COUPON;SEASHELLS;622.0;6
1;57500;Valentina;Vinnie;COCONUT_COUPON;SEASHELLS;622.0;14
1;58000;Rhianna;Vinnie;COCONUT;SEASHELLS;9966.0;2
1;58800;Vinnie;Raj;COCONUT;SEASHELLS;9962.0;5
1;59000;Valentina;Vinnie;COCONUT_COUPON;SEASHELLS;617.0;17
1;59300;Vinnie;Vinnie;COCONUT;SEASHELLS;9960.0;5
1;59600;Valentina;Valentina;COCONUT_COUPON;SEASHELLS;616.0;9
1;60900;Vladimir;Ruby;COCONUT_COUPON;SEASHELLS;615.0;12
1;61100;Vinnie;Vinnie;COCONUT;SEASHELLS;9956.0;9
1;61600;Vinnie;Rhianna;COCONUT;SEASHELLS;9952.0;3
1;61900;Valentina;Vinnie;COCONUT_COUPON;SEASHELLS;610.0;14
1;62600;Valentina;Vinnie;COCONUT_COUPON;SEASHELLS;605.0;18
1;62900;Valentina;Vinnie;COCONUT_COUPON;SEASHELLS;606.0;15
1;63000;Valentina;Ruby;COCONUT_COUPON;SEASHELLS;604.0;11
1;63200;Ruby;Valentina;COCONUT_COUPON;SEASHELLS;606.0;17
1;64100;Rhianna;Vinnie;COCONUT;SEASHELLS;9947.0;3
1;65500;Vinnie;Vinnie;COCONUT;SEASHELLS;9943.0;5
1;65800;Vinnie;Vinnie;COCONUT;SEASHELLS;9945.0;7
1;66500;Ruby;Valentina;COCONUT_COUPON;SEASHELLS;605.0;18
1;66900;Vinnie;Vinnie;COCONUT;SEASHELLS;9943.0;7
1;67300;Valentina;Vinnie;COCONUT_COUPON;SEASHELLS;609.0;11
1;69100;Vinnie;Vinnie;COCONUT;SEASHELLS;9954.0;10
1;69900;Vinnie;Vinnie;COCONUT;SEASHELLS;9953.0;8
1;70300;Raj;Vinnie;COCONUT;SEASHELLS;9952.0;7
1;70400;Valentina;Valentina;COCONUT_COUPON;SEASHELLS;614.0;8
1;71400;Vinnie;Vinnie;COCONUT;SEASHELLS;9955.0;6
1;71500;Valentina;Valentina;COCONUT_COUPON;SEASHELLS;615.0;7
1;71800;Vinnie;Vinnie;COCONUT;SEASHELLS;9956.0;8
1;72000;Valentina;Vinnie;COCONUT_COUPON;SEASHELLS;613.0;17
1;73100;Vinnie;Vinnie;COCONUT;SEASHELLS;9955.0;9
1;73300;Valentina;Vinnie;COCONUT_COUPON;SEASHELLS;611.0;10
1;73700;Ruby;Valentina;COCONUT_COUPON;SEASHELLS;613.0;15
1;74100;Rhianna;Vinnie;COCONUT;SEASHELLS;9960.0;3
1;74800;Ruby;Valentina;COCONUT_COUPON;SEASHELLS;614.0;14
1;74800;Valentina;Rhianna;COCONUT_COUPON;SEASHELLS;613.0;14
1;75000;Vinnie;Vinnie;COCONUT;SEASHELLS;9963.0;7
1;75500;Ruby;Valentina;COCONUT_COUPON;SEASHELLS;611.0;16
1;75500;Ruby;Vladimir;COCONUT_COUPON;SEASHELLS;611.0;2
1;75600;Valentina;Rhianna;COCONUT_COUPON;SEASHELLS;609.0;9
1;76400;Ruby;Valentina;COCONUT_COUPON;SEASHELLS;607.0;16
1;77200;Vinnie;Vinnie;COCONUT;SEASHELLS;9958.0;8
1;77600;Valentina;Vinnie;COCONUT_COUPON;SEASHELLS;603.0;17
1;77700;Vinnie;Vinnie;COCONUT;SEASHELLS;9954.0;6
1;77900;Valentina;Ruby;COCONUT_COUPON;SEASHELLS;602.0;11
1;78100;Ruby;Vladimir;COCONUT_COUPON;SEASHELLS;601.0;1
1;78100;Ruby;Valentina;COCONUT_COUPON;SEASHELLS;601.0;18
1;78400;Vinnie;Raj;COCONUT;SEASHELLS;9956.0;5
1;78500;Valentina;Vinnie;COCONUT_COUPON;SEASHELLS;598.0;13
1;78800;Valentina;Valentina;COCONUT_COUPON;SEASHELLS;597.0;6
1;79300;Vinnie;Vinnie;COCONUT;SEASHELLS;9953.0;7
1;79400;Valentina;Vinnie;COCONUT_COUPON;SEASHELLS;598.0;13
1;82900;Vinnie;Vinnie;COCONUT;SEASHELLS;9961.0;5
1;83200;Valentina;Vinnie;COCONUT_COUPON;SEASHELLS;605.0;17
1;83300;Vladimir;Vinnie;COCONUT_COUPON;SEASHELLS;607.0;12
1;85500;Vinnie;Vinnie;COCONUT;SEASHELLS;9952.0;9
1;86500;Vinnie;Vinnie;COCONUT;SEASHELLS;9950.0;6
1;87300;Valentina;Vinnie;COCONUT_COUPON;SEASHELLS;599.0;11
1;88300;Valentina;Valentina;COCONUT_COUPON;SEASHELLS;594.0;8
1;88500;Valentina;Vinnie;COCONUT_COUPON;SEASHELLS;593.0;20
1;88500;Vinnie;Vinnie;COCONUT;SEASHELLS;9949.0;9
1;88600;Valentina;Valentina;COCONUT_COUPON;SEASHELLS;594.0;7
1;89200;Valentina;Vinnie;COCONUT_COUPON;SEASHELLS;589.0;16
1;89300;Vinnie;Vinnie;COCONUT;SEASHELLS;9941.0;5
1;90300;Vinnie;Vinnie;COCONUT;SEASHELLS;9943.0;9
1;91600;Valentina;Ruby;COCONUT_COUPON;SEASHELLS;586.0;13
1;92200;Valentina;Rhianna;COCONUT_COUPON;SEASHELLS;591.0;8
1;94500;Valentina;Vinnie;COCONUT_COUPON;SEASHELLS;587.0;11
1;94600;Valentina;Vinnie;COCONUT_COUPON;SEASHELLS;587.0;16
1;95900;Valentina;Ruby;COCONUT_COUPON;SEASHELLS;586.0;12
1;96300;Ruby;Valentina;COCONUT_COUPON;SEASHELLS;589.0;11
1;96300;Valentina;Vinnie;COCONUT_COUPON;SEASHELLS;588.0;12
1;96500;Vinnie;Vinnie;COCONUT;SEASHELLS;9951.0;5
1;96600;Ruby;Valentina;COCONUT_COUPON;SEASHELLS;593.0;18
1;97000;Valentina;Vinnie;COCONUT_COUPON;SEASHELLS;592.0;17
1;97100;Raj;Vinnie;COCONUT;SEASHELLS;9952.0;7
1;97300;Vinnie;Vinnie;COCONUT;SEASHELLS;9950.0;7
1;97700;Valentina;Ruby;COCONUT_COUPON;SEASHELLS;590.0;18
1;97900;Valentina;Vinnie;COCONUT_COUPON;SEASHELLS;587.0;14
1;99600;Valentina;Vinnie;COCONUT_COUPON;SEASHELLS;594.0;13
