day;timestamp;buyer;seller;symbol;currency;price;quantity
-2;0;Vinnie;Ruby;AMETHYSTS;SEASHELLS;9996.0;1
-2;0;Remy;Valentina;STARFRUIT;SEASHELLS;5003.0;1
-2;0;Remy;Ruby;AMETHYSTS;SEASHELLS;9996.0;1
-2;100;Ruby;Valentina;STARFRUIT;SEASHELLS;5004.0;6
-2;900;Rhianna;Valentina;STARFRUIT;SEASHELLS;5001.0;2
-2;1000;Vinnie;Ruby;STARFRUIT;SEASHELLS;4997.0;2
-2;1100;Valentina;Remy;STARFRUIT;SEASHELLS;4997.0;1
-2;1500;Remy;Valentina;STARFRUIT;SEASHELLS;5003.0;1
-2;1500;Remy;Vinnie;AMETHYSTS;SEASHELLS;10004.0;1
-2;1800;Ruby;Valentina;STARFRUIT;SEASHELLS;5001.0;10
-2;1800;Ruby;Vladimir;STARFRUIT;SEASHELLS;5001.0;1
-2;1800;Remy;Vladimir;STARFRUIT;SEASHELLS;5002.0;1
-2;2000;Remy;Vladimir;STARFRUIT;SEASHELLS;5002.0;1
-2;2100;Rhianna;Valentina;STARFRUIT;SEASHELLS;5001.0;4
-2;2500;Valentina;Remy;AMETHYSTS;SEASHELLS;9998.0;1
-2;2500;Valentina;Ruby;STARFRUIT;SEASHELLS;4996.0;11
-2;3200;Vinnie;Remy;AMETHYSTS;SEASHELLS;9996.0;1
-2;3200;Valentina;Remy;STARFRUIT;SEASHELLS;4996.0;1
-2;3300;Vladimir;Remy;STARFRUIT;SEASHELLS;4997.0;2
-2;3300;Valentina;Remy;AMETHYSTS;SEASHELLS;9995.0;2
-2;3600;Ruby;Valentina;AMETHYSTS;SEASHELLS;10005.0;6
-2;3900;Remy;Vladimir;STARFRUIT;SEASHELLS;5002.0;1
-2;4000;Vladimir;Rhianna;AMETHYSTS;SEASHELLS;9998.0;1
-2;4200;Ruby;Vinnie;AMETHYSTS;SEASHELLS;10004.0;2
-2;4200;Ruby;Valentina;AMETHYSTS;SEASHELLS;10004.0;1
-2;4200;Vinnie;Remy;STARFRUIT;SEASHELLS;4998.0;1
-2;4400;Ruby;Vladimir;STARFRUIT;SEASHELLS;5002.0;2
-2;4500;Valentina;Ruby;STARFRUIT;SEASHELLS;4997.0;8
-2;4500;Vinnie;Ruby;STARFRUIT;SEASHELLS;4997.0;1
-2;5800;Valentina;Ruby;STARFRUIT;SEASHELLS;4999.0;7
-2;6500;Vinnie;Rhianna;STARFRUIT;SEASHELLS;5000.0;5
-2;6600;Valentina;Remy;STARFRUIT;SEASHELLS;4999.0;1
-2;6700;Vladimir;Remy;AMETHYSTS;SEASHELLS;9998.0;2
-2;6700;Valentina;Remy;STARFRUIT;SEASHELLS;4998.0;2
-2;6700;Valentina;Rhianna;STARFRUIT;SEASHELLS;4999.0;4
-2;7100;Valentina;Rhianna;STARFRUIT;SEASHELLS;4999.0;5
-2;7200;Ruby;Valentina;STARFRUIT;SEASHELLS;5005.0;4
-2;7300;Vinnie;Remy;STARFRUIT;SEASHELLS;4998.0;1
-2;7400;Remy;Valentina;STARFRUIT;SEASHELLS;5005.0;1
-2;7400;Remy;Vladimir;AMETHYSTS;SEASHELLS;10002.0;1
-2;7400;Remy;Valentina;STARFRUIT;SEASHELLS;5003.0;1
-2;7500;Remy;Valentina;AMETHYSTS;SEASHELLS;10002.0;1
-2;7800;Rhianna;Valentina;STARFRUIT;SEASHELLS;5002.0;1
-2;7800;Rhianna;Vladimir;STARFRUIT;SEASHELLS;5002.0;1
-2;8600;Remy;Valentina;STARFRUIT;SEASHELLS;5004.0;1
-2;8600;Remy;Vladimir;AMETHYSTS;SEASHELLS;10002.0;1
-2;8700;Adam;Valentina;STARFRUIT;SEASHELLS;5002.0;9
-2;8700;Remy;Valentina;STARFRUIT;SEASHELLS;5004.0;2
