mid_price,market_sentiment,lower_BB,middle_BB,upper_BB,RSI,MACD
5003.0,0.5,5003.0,5003.0,5003.0,0,0.0
5003.0,0.5,5003.0,5003.0,5003.0,0,0.0
5003.0,0.3333,5003.0,5003.0,5003.0,0,0.0
5003.0,0.6667,5003.0,5003.0,5003.0,0,0.0
5001.0,0.3333,5000.0,5002.0,5004.0,0.0,0.0
5001.0,0.5,5000.0,5002.0,5004.0,0.0,0.0
5001.0,0.5,5000.0,5002.0,5004.0,0.0,0.0
5001.0,0.75,5000.0,5002.0,5004.0,0.0,0.0
5001.0,0.6667,5000.0,5002.0,5004.0,0.0,0.0
5001.0,0.3333,5000.0,5002.0,5004.0,0.0,0.0
5001.0,0.3333,5000.0,5002.0,5004.0,0.0,0.0
5001.0,0.3333,5000.0,5002.0,5004.0,0.0,0.0
5001.0,0.6667,5000.0,5002.0,5004.0,0.0,0.0
5001.0,0.3333,5000.0,5002.0,5004.0,0.0,0.0
5001.0,0.3333,5000.0,5002.0,5004.0,0.0,0.0
5001.0,0.6667,5000.0,5002.0,5004.0,0.0,0.0
5001.0,0.5,5000.0,5002.0,5004.0,0.0,0.0
5001.0,0.3333,5000.0,5002.0,5004.0,0.0,0.0
5002.0,0.25,5000.6667,5002.0,5003.3333,0.3333,0.0
5002.0,0.6667,5000.6667,5002.0,5003.3333,0.3333,0.0
5002.0,0.5,5001.0,5002.0,5003.0,0.3333,0.0
5002.0,0.5,5001.0,5002.0,5003.0,0.3333,0.0
5002.0,0.6667,5001.0,5002.0,5003.0,0.3333,0.0
5002.0,0.5,5001.0,5002.0,5003.0,0.3333,0.0
5002.0,0.3333,5001.0,5002.0,5003.0,0.3333,0.0
4997.0,0.3333,4992.2,5001.0,5009.8,0.125,0.0
4997.0,0.6667,4992.2,5001.0,5009.8,0.125,0.0
4997.0,0.6667,4992.2,5001.0,5009.8,0.125,0.0
4997.0,0.5,4992.2,5001.0,5009.8,0.125,0.0
4997.0,0.5,4992.2,5001.0,5009.8,0.125,0.0
4997.0,0.5,4992.2,5001.0,5009.8,0.125,0.0
5003.0,0.5,4992.8889,5001.3333,5009.7778,0.5,0.0
4996.0,0.5,4986.3673,5000.5714,5014.7755,0.3333,0.0
4996.0,0.5,4983.0,5000.0,5017.0,0.3333,0.0
4996.0,0.5,4983.0,5000.0,5017.0,0.3333,0.0
4996.0,0.3333,4983.0,5000.0,5017.0,0.3333,0.0
4996.0,0.5,4983.0,5000.0,5017.0,0.3333,0.0
4996.0,0.5,4983.0,5000.0,5017.0,0.3333,0.0
4996.0,0.6667,4983.0,5000.0,5017.0,0.3333,0.0
4997.0,0.5,4982.7778,4999.6667,5016.5556,0.3636,0.0
4997.0,0.5,4982.7778,4999.6667,5016.5556,0.3636,0.0
4997.0,0.3333,4982.7778,4999.6667,5016.5556,0.3636,0.0
4997.0,0.3333,4982.7778,4999.6667,5016.5556,0.3636,0.0
4997.0,0.6667,4982.7778,4999.6667,5016.5556,0.3636,0.0
5000.5,0.4,4984.425,4999.75,5015.075,0.451,0.0
5000.5,0.5,4984.425,4999.75,5015.075,0.451,0.0
